"Code","Name","Address","zip","Phone","Url","reservations y/n","order online y/n","Buy Tickets y/n","discnt coupon y/n","Maps y/n","verified"
"203","Lucky's ","1140 Bagnell Dam Blvd",65049,(573) 964-6550,,"n","n","n","n","n","n"
"710","M & M Watercraft Rentals","40 Morning Rose Dr",65079,(573) 374-0410,,"n","n","n","n","n","n"
"203","Ma & Pa's Country Kettle","24255 Highway 5",65037,(573) 372-3776,,"n","n","n","n","n","n"
"103","Main Street Poverty Flats Village","5845 Highway 54",65065,(573) 348-5304,,"n","n","n","n","n","n"
"107","Majestic Oaks park","8 Majestic Oaks Rd",65026,(573) 365-1890,,"n","n","n","n","n","n"
"110","Mallard Point Resort Inc","155 Mallard Point Rd",65049,(573) 365-2623,"http://mallardpoint.com/","n","n","n","n","n","n"
"105","Mallard Point Resort Inc","155 Mallard Point Rd",65049,(573) 365-2623,"http://mallardpoint.com/","n","n","n","n","n","n"
"301","Maloney's Tavern","1165 N State Highway 5",65020,(573) 346-0005,,"n","n","n","n","n","n"
"110","Marina Bay Resort","Lake Road 54-30",65065,(314) 348-2200,,"n","n","n","n","n","n"
"105","Marina Bay Resort","Lake Road 54-30",65065,(314) 348-2200,,"n","n","n","n","n","n"
"612","MarineMax Port Arrowhead","3070 Bagnell Dam Blvd",65049,(573) 365-5382,"http://www.marinemax.com/","n","n","n","n","n","n"
"710","Mariner Boat Rental","188 Flynn Rd",65049,(573) 964-6191,,"n","n","n","n","n","n"
"710","Mariners Pier 31 Yacht Club","4514 Pier 31 Rd",65020,(573) 873-5860,"http://www.marinerpier31.com/","n","n","n","n","n","n"
"612","Mariners Pier 31 Yacht Club","4514 Pier 31 Rd",65020,(573) 873-5283,"http://www.marinerpier31.com/","n","n","n","n","n","n"
"301","Mariners Pier 31 Yacht Club","4514 Pier 31 Rd",65020,(573) 873-5283,"http://www.marinerpier31.com/","n","n","n","n","n","n"
"203","Market Basket Café","204 E McClurg Ave",65556,(573) 765-3366,,"n","n","n","n","n","n"
"203","Marty's","1162 S State Highway 5",65020,(573) 346-3163,,"n","n","n","n","n","n"
"612","Marty's Marine - Sales & Service","6755 Highway 54",65065,(573) 346-0023,"http://www.martysmarine.com/","n","n","n","n","n","n"
"203","Marz Pizza & Lounge","107 Highway O",65037,(573) 374-9973,,"n","n","n","n","n","n"
"301","Marz Pizza & Lounge","107 Highway O",65037,(573) 374-9973,,"n","n","n","n","n","n"
"612","McCormick Marine","14299 Keepsake Rd",65037,(573) 372-5337,,"n","n","n","n","n","n"
"203","McDonald's","1726 Bagnell Dam Blvd",65049,(573) 356-6013,"http://mcdonalds.com/","n","n","n","n","n","n"
"203","McDonald's","6033 Highway 54",65065,(573) 348-0566,"http://mcdonalds.com/","n","n","n","n","n","n"
"203","McDonald's","272 E US Highway 54",65020,(573) 346-3715,,"n","n","n","n","n","n"
"203 ","McDonald's","401 S Aurora St",65026,(573) 392-1487,"http://mcdonalds.com/","n","n","n","n","n","n"
"203","McDonald's","1000 W Newton St",65084,(573) 378-4961,,"n","n","n","n","n","n"
"203","McDonald's","4072 Highway 54",65065,(573) 348-3966,"http://mcdonalds.com/","n","n","n","n","n","n"
"203","Mem's Country Cupboard","888 N State Highway 5",65020,(573) 317-1818,,"n","n","n","n","n","n"
"301","Mexicali Blues","6605 Highway 54",65065,(573) 302-0419,"http://mexicalibluescantina.com/","n","n","n","n","n","n"
"203","Mexicali Blues","6605 Highway 54",65065,(573) 302-0419,"http://mexicalibluescantina.com/","n","n","n","n","n","n"
"203","Michael's Steak Chalet","1440 Swiss Village Rd",65065,(573) 348-3611,,"n","n","n","n","n","n"
"612","Mike Fink's Marina","1100 Bagnell Dam Blvd",65049,(573) 365-6557,"http://www.mikefinksmarina.net/","n","n","n","n","n","n"
"710","Mike Fink's Marina","1100 Bagnell Dam Blvd",65049,(573) 365-6557,"http://www.mikefinksmarina.net/","n","n","n","n","n","n"
"107","Mike's Greenmill Campground","7744 State Road J",65787,(573) 363-5577,,"n","n","n","n","n","n"
"203","Mikey's Pizza Grill & Subs","738 Highway 42",65486,(573) 793-2874,,"n","n","n","n","n","n"
"612","Miller's Landing","1431 Runabout Dr",65065,(573) 348-5268,,"n","n","n","n","n","n"
"710","Miller's Landing","1431 Runabout Dr",65065,(573) 348-5268,,"n","n","n","n","n","n"
"612","Millstone Marina","18096 Highway O",65037,(573) 372-6272,,"n","n","n","n","n","n"
"203","Millstone Marina","18096 Highway O",65037,(573) 372-6272,,"n","n","n","n","n","n"
"612","Mimosa Beach Marina & Convenience Store","510 Mimosa Beach Dr",65324,,,"n","n","n","n","n","n"
"402","Miner Mike's & Busters","4515 Highway 54",65065,(573) 348-2126,"http://minermikes.com/","n","n","n","n","n","n"
"401","Miner Mike's & Busters","4515 Highway 54",65065,(573) 348-2126,"http://minermikes.com/","n","n","n","n","n","n"
"203","Mist","315 Four Seasons Dr",65049,(573) 365-3000,"http://www.mistnightclub.net/","n","n","n","n","n","n"
"203","Mitch & Duff's Restaurant-Bar","1252 Highway KK",65065,(573) 348-6669,,"n","n","n","n","n","n"
"301","Mitch & Duff's Restaurant-Bar","1252 Highway KK",65065,(573) 348-6669,,"n","n","n","n","n","n"
"105","Moffett Cabin Rental","1139 Maritime Ln",65020,(573) 346-5484,,"n","n","n","n","n","n"
"203","Mojo's","5066 Highway 54",65065,(573) 365-4570,,"n","n","n","n","n","n"
"612","Montego Bay Marina","1629 Resorts Rd",65020,(573) 348-4911,"http://montegobaymarina.com/","n","n","n","n","n","n"
"710","Montego Bay Marina","1629 Resorts Rd",65020,(573) 348-4911,"http://montegobaymarina.com/","n","n","n","n","n","n"
"203","Montego's","408 Business 54",65026,(573) 392-7414,,"n","n","n","n","n","n"
"110","Moonie's Resort","296 Bakers Ln",65324,(573) 345-1220,,"n","n","n","n","n","n"
"301","Moorings Yacht Club","660 Malibu Rd",65065,(573) 348-0108,,"n","n","n","n","n","n"
"203","Moulder's Grill & Deli","16112 US Highway 54",65786,(573) 363-9998,,"n","n","n","n","n","n"
"901","Movie Tymes","108 Cecil St",65020,(573) 346-4060,,"n","n","n","n","n","n"
"301","Ms Kitty's Place","209 S Walnut St",65075,(573) 493-2372,,"n","n","n","n","n","n"
"203","Mulligan's Bar & Grill","100 Indian Lake Ave",65037,(573) 372-3956,,"n","n","n","n","n","n"
"301","Mulligan's Bar & Grill","100 Indian Lake Ave",65037,(573) 372-3956,,"n","n","n","n","n","n"
"301","Mystic Dragon","101 S Main St",65037,(573) 374-4881,,"n","n","n","n","n","n"
"203","Naboni's Pizzeria & Steakhouse","1651 Highway O",65037,(573) 372-2325,,"n","n","n","n","n","n"
"203","Next Door","1665 N State Highway 5",65020,(573) 346-2955,,"n","n","n","n","n","n"
"301","Night Moves","3721 Kaiser Rd",65047,(573) 302-4476,,"n","n","n","n","n","n"
"110","North Shore Resort","70 N Shore Resort Rd",65026,(573) 365-0234,,"n","n","n","n","n","n"
"107","North Shore RV Park & Campground","24 Oakmount Rd",65049,(573) 365-0749,,"n","n","n","n","n","n"
"612","Oakmount Boat Storage","153 Oak Mount Rd",65787,(573) 345-4399,,"n","n","n","n","n","n"
"607","Oaks At Tan-Tar-A Resort","State Route Kk",65065,(573) 348-8522,"http://tan-tar-a.com/","n","n","n","n","n","n"
"203","Oasis Restaurant","27002 N Highway 133",65556,(573) 765-5474,,"n","n","n","n","n","n"
"203","Oh Tommy's Pub & Grill","6285 N State Highway 7",65787,(573) 347-3133,,"n","n","n","n","n","n"
"301","Oh Tommy's Pub & Grill","6285 N State Highway 7",65787,(573) 347-3133,,"n","n","n","n","n","n"
"105","Old Kinderhook Golf Course","80 Cr 54-79",65020,(573) 317-3500,"http://www.oldkinderhook.com","n","n","n","n","n","n"
"103","Old Kinderhook Golf Course","80 Cr 54-79",65020,(573) 317-3500,"http://www.oldkinderhook.com","n","n","n","n","n","n"
"110","Old Kinderhook Golf Course","80 Cr 54-79",65020,(573) 317-3500,"http://www.oldkinderhook.com","n","n","n","n","n","n"
"607","Old Kinderhook Golf Course","80 Cr 54-79",65020,(573) 317-3500,"http://www.oldkinderhook.com","n","n","n","n","n","n"
"408","Old Time Photos","US-54-BR",65049,(573) 365-2939,,"n","n","n","n","n","n"
"203","Old World Bread & Coffee Co","323 E US Highway 54 #101",65020,(573) 346-0066,,"n","n","n","n","n","n"
"203","Olive Branch Restaurant","26955 Highway 5",65037,(573) 372-2090,,"n","n","n","n","n","n"
"105","On Hidden Pond Cove","128 Hidden Pond Cove",65037,(573) 374-1226,"www.onhiddenpondcove.com/","n","n","n","n","n","n"
"203","On the Rise Bakery & Bistro","5439 Highway 54",65065,(573) 348-4224,,"n","n","n","n","n","n"
"105","Orchid Motel","3420 Bagnell Dam Rd",65049,(573) 365-2680,,"n","n","n","n","n","n"
"612","Osage Beach Bait & Tackle","5441 Highway 54",65065,(573) 348-9333,,"n","n","n","n","n","n"
"612","Osage Beach Outlet","4540 Highway 54 #A2",65065,(573) 348-2065,"www.premiumoutlets.com","n","n","n","n","n","n"
"612","Osage Beach RV Park","3949 Campground Ln",65065,(573) 348-3445,,"n","n","n","n","n","n"
"103","Osage National Condominiums","100 Osage Hills Rd",65049,(573) 365-1100,,"n","n","n","n","n","n"
"110","Osage National Condominiums","100 Osage Hills Rd",65049,(573) 365-1100,,"n","n","n","n","n","n"
"607","Osage National Golf Course","400 Osage Hills Rd",65049,(573) 365-1950,,"n","n","n","n","n","n"
"203","Osage River Bar & Grill","247 S Main St",65037,(573) 374-3020,"http://www.lakeoftheozarksbars.com/OsageRiv.htm","n","n","n","n","n","n"
"301","Osage River Bar & Grill","247 S Main St",65037,(573) 374-3020,"http://www.lakeoftheozarksbars.com/OsageRiv.htm","n","n","n","n","n","n"
"901","Osage Village 5 Cinema","4540 Highway 54 # C4",65065,(573) 348-1900,,"n","n","n","n","n","n"
"105","Osage Village Motel","4616 Highway 54",65065,(573) 348-5207,,"n","n","n","n","n","n"
"802","Otten Aviation","10998 Highway D, #52",65084,(573) 378-6373,,"n","n","n","n","n","n"
"203","Our Place","400 Highway 5",65037,(573) 372-6210,,"n","n","n","n","n","n"
"203","Our Place Deli & Bakery","2545 Bagnell Dam Blvd",65049,(573) 365-2850,,"n","n","n","n","n","n"
"203","Outback Steakhouse","3930 Highway 54",65065,(573) 302-4670,"http://outback.com/","n","n","n","n","n","n"
"203","Outpost Bar & Grill","2010 State Road D",65020,(573) 317-9183,,"n","n","n","n","n","n"
"301","Outpost Bar & Grill","2010 State Road D",65020,(573) 317-9183,,"n","n","n","n","n","n"
"203","Ozark Mnt County BBQ","25610 Highway 135",65078,(573) 372-2266,,"n","n","n","n","n","n"
"107","Ozark Trails Family Campground","4171 E Highway 54",65052,(573) 346-5490,"www.ozarktrailsrvpark.com/","n","n","n","n","n","n"
"103","Ozark Trails Family Campground","4171 E Highway 54",65052,(573) 346-5490,"http://www.ozarktrailsrvpark.com/","n","n","n","n","n","n"
"110","Ozark Trails Family Campground","4171 E Highway 54",65052,(573) 346-5490,"http://www.ozarktrailsrvpark.com/","n","n","n","n","n","n"
"612","Ozark Village Resort & Marina","1062 Susan Rd",65049,(573) 365-2805,"www.ozarkvillageresort.com","n","n","n","n","n","n"
"710","Ozark Village Resort & Marina","1062 Susan Rd",65049,(573) 365-2805,"www.ozarkvillageresort.com","n","n","n","n","n","n"
"203","Ozark Village Resort & Marina","1062 Susan Rd",65049,(573) 365-2805,"www.ozarkvillageresort.com","n","n","n","n","n","n"
"103","Ozark Village Resort & Marina","1062 Susan Rd",65049,(573) 365-2805,"www.ozarkvillageresort.com","n","n","n","n","n","n"
"203","Ozarks Bar-B-Que","608 Wings Cir",65079,(573) 374-7769,,"n","n","n","n","n","n"
"203","Painted Pony Steak House","140 Highway 5",65037,(573) 372-0707,,"n","n","n","n","n","n"
"203","Panera Bread","4840 Highway 54",65065,(573) 302-0024,"www.panerabread.com","n","n","n","n","n","n"
"203","Papa John's Pizza","5896 Highway 54",65065,(573) 348-9400,"http://papajohns.com/","n","n","n","n","n","n"
"611","Paradise Parasail","1100 Bagnell Dam Blvd",65049,(573) 365-6757,"http://www.paradiseparasail.com/","n","n","n","n","n","n"
"203","Paradise Tropical Restaurant & Bar","430 Tropical Trail Dr",65079,(573) 374-4777,"http://www.paradisetropicalrestaurant.com/","n","n","n","n","n","n"
"301","Paradise Tropical Restaurant & Bar","430 Tropical Trail Dr",65079,(573) 374-4777,"http://www.paradisetropicalrestaurant.com/","n","n","n","n","n","n"
"301","Patros Place","302 N St Louis St",65486,(573) 793-2142,,"n","n","n","n","n","n"
"203","Patsy's & Sam's LLC","120 N Commercial St",65452,(573) 736-2167,,"n","n","n","n","n","n"
"203","Peace 'n' Plenty Country Café","5837 Highway 54",65065,(573) 348-1462,,"n","n","n","n","n","n"
"110","Peaceful Valley Resort","9 Peace Maker Rd",65079,(573) 374-5000,,"n","n","n","n","n","n"
"103","Peaceful Valley Resort","9 Peace Maker Rd",65079,(573) 374-5000,,"n","n","n","n","n","n"
"301","Pecker's Dueling Piano Bar","3285 Bagnell Dam Blvd",65049,(573) 365-4085,"http://toadcove.com/","n","n","n","n","n","n"
"203","Philadelphia Sandwich Shop","407 E 4th St",65026,(573) 392-8246,,"n","n","n","n","n","n"
"203","Pickled Pete's Sports Bar & Grill","5276 Highway 54",65065,(573) 302-8800,"http://www.lakeoftheozarksbars.com/pklpete.htm","n","n","n","n","n","n"
"301","Pickled Pete's Sports Bar & Grill","5276 Highway 54",65065,(573) 302-8800,"http://www.lakeoftheozarksbars.com/pklpete.htm","n","n","n","n","n","n"
"203","Pier 31","4514 Pier 31 Rd",65020,(573) 873-5283,,"n","n","n","n","n","n"
"301","Pier 31","4514 Pier 31 Rd",65020,(573) 873-5283,,"n","n","n","n","n","n"
"612","Pier 31","4514 Pier 31 Rd",65020,(573) 873-5283,,"n","n","n","n","n","n"
"203","Pioneer Restaurant","801 W Newton St",65084,(573) 378-5786,,"n","n","n","n","n","n"
"404","Pirates Cove Adventure Golf","5850 Highway 54",65065,(573) 348-4599,,"n","n","n","n","n","n"
"710","Pirate's Point","64 Water Ct",65079,(573) 374-1260,"http://www.piratespoint.com/","n","n","n","n","n","n"
"804","Pirate's Point","64 Water Ct",65079,(573) 374-1260,"http://www.piratespoint.com/","n","n","n","n","n","n"
"203","Pit Road","11678 Keepsake Rd",65037,(573) 372-5313,,"n","n","n","n","n","n"
"203","Pizza Hut","4643 Highway 54",65065,(573) 348-3112,"www.pizzahut.com","n","n","n","n","n","n"
"203","Pizza Hut","5255 Highway 54",65065,(573) 348-3016,"www.pizzahut.com","n","n","n","n","n","n"
"203","Pizza Hut","2400 Bagnell Dam Blvd",65049,(573) 365-3738,"www.pizzahut.com","n","n","n","n","n","n"
"203","Pizza Hut","1143 E US Highway 54",65020,(573) 346-2887,"www.pizzahut.com","n","n","n","n","n","n"
"203","Pizza Hut","601 N State Highway 5",65020,(573) 346-5459,"www.pizzahut.com","n","n","n","n","n","n"
"203","Pizza Hut","US-54 ",65026,(573) 392-3434,"www.pizzahut.com","n","n","n","n","n","n"
"203","Pizza Hut","600 N Main St",65037,(573) 374-6265,"www.pizzahut.com","n","n","n","n","n","n"
"203","Pizza Hut","1709 S Business 54",65026,(573) 392-1515,"www.pizzahut.com","n","n","n","n","n","n"
"203","Pizza Hut","1000 W Clay Rd",65084,(573) 378-5995,,"n","n","n","n","n","n"
"203","Pizza King","717 E Jefferson",65556,(573) 765-5454,,"n","n","n","n","n","n"
"203","Plain Jane's","7 Coffman Bend Dr, #Highway",65324,(573) 345-4256,,"n","n","n","n","n","n"
"202","Plaza III Steakhouse","20 Eagle Ridge Rd",65020,(573) 317-3560,"http://www.oldkinderhook.com/stay/plaza3.htm","n","n","n","n","n","n"
"110","Point Randall Resort","1584 Susan Rd",65049,(573) 365-2081,"http://pointrandallresort.com/","n","n","n","n","n","n"
"105","Point Randall Resort","1584 Susan Rd",65049,(573) 365-2081,"http://pointrandallresort.com/","n","n","n","n","n","n"
"110","Point View Resort","1220 Boot",65020,(573) 873-5340,,"n","n","n","n","n","n"
"612","Pointe Oasis Marina","442 Highly Dr",65079,(573) 374-1400,"http://pointeoasis.com/","n","n","n","n","n","n"
"710","Pointe Oasis Marina","442 Highly Dr",65079,(573) 374-1400,"http://pointeoasis.com/","n","n","n","n","n","n"
"710","Pope Boat Sales","50 Knox Rd",65072,(573) 365-1200,,"n","n","n","n","n","n"
"612","Port Arrowhead Osage Beach","4543 Highway 54",65065,(573) 348-1299,"http://marinemax.com/","n","n","n","n","n","n"
"110","Port Elsewhere Resort Club Ltd.","300 Elsewhere Dr",65049,(573) 365-4077,,"n","n","n","n","n","n"
"301","Portside Bar & Restaurant","3080 Bagnell Dam Rd",65049,(573) 365-2334,"http://www.theresortatportarrowhead.com/index.php","n","n","n","n","n","n"
"301","Portside Bar & Restaurant","3080 Bagnell Dam Rd",65049,(573) 365-2334,"http://www.theresortatportarrowhead.com/index.php","n","n","n","n","n","n"
"203","Potted Steer","5085 Highway 54",65065,(573) 348-5053,,"n","n","n","n","n","n"
"704","Preferred Auto Rental Inc","4051 Highway 54 #B",65065,(573) 348-2600,,"n","n","n","n","n","n"
"110","Prime Spot Resort","1233 Jeffries Rd",65065,(573) 302-1522,,"n","n","n","n","n","n"
"203","Pub","205 W McClurg Ave",65556,(573) 765-3141,,"n","n","n","n","n","n"
"605","Public Beach 1","403 Highway 134",65049,(573) 302-1044,,"n","n","n","n","n","n"
"110","Purvis Beach Resort","Lake Rd 5-29p",65079,(573) 374-5251,,"n","n","n","n","n","n"
"404","Putt 'N' Stuff Family Fun Center","5440 Highway 54",65065,(573) 348-2127,"http://www.funlake.com/minipage/puttnstuff/","n","n","n","n","n","n"
"402","Putt 'N' Stuff Family Fun Center","5440 Highway 54",65065,(573) 348-2127,"http://www.funlake.com/minipage/puttnstuff/","n","n","n","n","n","n"
"203","Quacker's","55 Quackers Cove Ct",65079,(573) 374-1011,,"n","n","n","n","n","n"
"105","Quail's Nest","4644 Highway 54",65065,(573) 348-2834,"http://quailsnest.com/","n","n","n","n","n","n"
"103","Quaint Cabin","328 Ashcliff Acres Drive",65079,(888) 762-9686,"www.quaintcabin.com/","n","n","n","n","n","n"
"203","Quiznos","3924 JR Prewitt Pkwy #C",65065,(573) 348-8908,,"n","n","n","n","n","n"
"203","Railroad Café","571 Elm St",65567,(417) 286-3040,,"n","n","n","n","n","n"
"110","Rainbow's End Resort","81 Lake Rd",65020,(573) 873-5106,,"n","n","n","n","n","n"
"110","Raintree Resort","19 Carls Drive",65049,(573) 365-2931,,"n","n","n","n","n","n"
"105","Randles Court","407 E 4th St",65026,(573) 392-5661,,"n","n","n","n","n","n"
"203","Randles Court","407 E 4th St",65026,(573) 392-5661,,"n","n","n","n","n","n"
"203","Randy's Frozen Custard","1 Kings Plz",65049,(573) 348-0711,,"n","n","n","n","n","n"
"710","Raymond's Boat & Motor Sales","27126 Highway 5",65037,(573) 372-5115,"http://www.raymondsboats.com/","n","n","n","n","n","n"
"612","Rebel Harbor Marina","34501 Rebel Rd",65078,(573) 372-6713,,"n","n","n","n","n","n"
"203","Red Barn BBQ & Grill","601 E Highway 54",65020,(573) 346-1000,,"n","n","n","n","n","n"
"203","Red Fox Store & Marina","1433 Red Fox Rd",65324,(573) 345-4596,,"n","n","n","n","n","n"
"612","Red Fox Store & Marina","1433 Red Fox Rd",65324,(573) 345-4596,,"n","n","n","n","n","n"
"710","Red Fox Store & Marina","1433 Red Fox Rd",65324,(573) 345-4596,,"n","n","n","n","n","n"
"105","Red Oak Inn","1828 Highway 52",65082,(573) 369-2100,,"n","n","n","n","n","n"
"107","Red Oak Resort & RV Park","Hwy 5 & Lake Rd 565",65020,(573) 873-9400,"www.redoakresort.com/","n","n","n","n","n","n"
"110","Red Oak Resort & RV Park","Hwy 5 & Lake Rd 565",65020,(573) 873-9400,"http://www.redoakresort.com/","n","n","n","n","n","n"
"105","Red Oak Resort & RV Park","Hwy 5 & Lake Rd 565",65020,(573) 873-9400,"http://www.redoakresort.com/","n","n","n","n","n","n"
"103","Red Oak Resort & RV Park","Hwy 5 & Lake Rd 565",65020,(573) 873-9400,"http://www.redoakresort.com/","n","n","n","n","n","n"
"607","Redfield Golf Course","14005 Redfield Dr",65032,(573) 498-0110,"http://redfieldgolf.com/sites/courses/layout9.asp?id=586&page=30896","n","n","n","n","n","n"
"203","Relaxation INC","5024 Highway 54",65065,(573) 348-1733,,"n","n","n","n","n","n"
"110","Resort At Port Arrowhead","3080 Bagnell Dam Rd",65049,(573) 365-2334,"http://www.theresortatportarrowhead.com/index.php","n","n","n","n","n","n"
"105","Resort At Port Arrowhead","3080 Bagnell Dam Rd",65049,(573) 365-2334,"http://www.theresortatportarrowhead.com/index.php","n","n","n","n","n","n"
"407","Resort At Port Arrowhead","3080 Bagnell Dam Rd",65049,(573) 365-2334,"http://www.theresortatportarrowhead.com/index.php","n","n","n","n","n","n"
"612","Resort At Port Arrowhead","3080 Bagnell Dam Rd",65049,(573) 365-2334,"http://www.theresortatportarrowhead.com/index.php","n","n","n","n","n","n"
"202","Resort At Port Arrowhead","3080 Bagnell Dam Rd",65049,(573) 365-2334,"http://www.theresortatportarrowhead.com/index.php","n","n","n","n","n","n"
"203","Resort At Port Arrowhead","3080 Bagnell Dam Rd",65049,(573) 365-2334,"http://www.theresortatportarrowhead.com/index.php","n","n","n","n","n","n"
"301","Resort At Port Arrowhead","3080 Bagnell Dam Rd",65049,(573) 365-2334,"http://www.theresortatportarrowhead.com/index.php","n","n","n","n","n","n"
"404","Resort At Port Arrowhead","3080 Bagnell Dam Rd",65049,(573) 365-2334,"http://www.theresortatportarrowhead.com/index.php","n","n","n","n","n","n"
"301","Richard Knoggins","Lake Rd 514",65037,(573) 372-3915,,"n","n","n","n","n","n"
"203","Richard Knoggins","Lake Rd 514",65037,(573) 372-3915,,"n","n","n","n","n","n"
"607","Richland Golf & CC ","1555 N Pine St",65556,(573) 765-4825,,"n","n","n","n","n","n"
"110","Rippling Waters Resort","23 Rippling Waters Dr",65020,(573) 346-2642,"http://ripplingwatersresort.com/","n","n","n","n","n","n"
"103","Rippling Waters Resort","23 Rippling Waters Dr",65020,(573) 346-2642,"http://ripplingwatersresort.com/","n","n","n","n","n","n"
"301","Risky's Sports Bars","410 W Highway 54",65020,(573) 346-9740,"http://www.lakeoftheozarksbars.com/Risky'sCam.htm","n","n","n","n","n","n"
"203","Risky's Tavern & Eats","301 Monarch Cv",65049,(573) 365-7223,"http://www.lakeoftheozarksbars.com/Risky'sCam.htm","n","n","n","n","n","n"
"301","Risky's Tavern & Eats","301 Monarch Cv",65049,(573) 365-7223,"http://www.lakeoftheozarksbars.com/Risky'sCam.htm","n","n","n","n","n","n"
"107","Riverview RV Park & Sales","398 Wood River Rd",65049,(573) 365-5118,,"n","n","n","n","n","n"
"110","Robins Resort","4935 Robins Cir",65065,(573) 348-2275,"http://robinsresort.net/","n","n","n","n","n","n"
"203","Rock Bottom Bar & Grill","1104 Bagnell Dam Blvd",65049,(573) 964-6370,,"n","n","n","n","n","n"
"301","Rock Bottom Bar & Grill","1104 Bagnell Dam Blvd",65049,(573) 964-6370,,"n","n","n","n","n","n"
"110","Rock Harbor Resort & Motel","973 Rock Harbor Rd",65079,(573) 374-5586,"http://rockharborresort.com/","n","n","n","n","n","n"
"105","Rock Harbor Resort & Motel","973 Rock Harbor Rd",65079,(573) 374-5586,"http://rockharborresort.com/","n","n","n","n","n","n"
"203","Rock Island","1273 Bagnell Dam Blvd",65049,(573) 365-8911,,"n","n","n","n","n","n"
"110","Rockwood Resort Motel","1701 Bagnell Dam Blvd",65049,(573) 365-2460,,"n","n","n","n","n","n"
"105","Rockwood Resort Motel","1701 Bagnell Dam Blvd",65049,(573) 365-2460,,"n","n","n","n","n","n"
"203","Rocky Mount Roadhouse","27560 Hwy W",65072,(573) 392-5363,,"n","n","n","n","n","n"
"203","Rocky Top Bar & Grill","16384 Hwy O ",65037,(573) 372-3399,,"n","n","n","n","n","n"
"301","Rocky Top Bar & Grill","16384 Hwy O ",65037,(573) 372-3399,,"n","n","n","n","n","n"
"110","Rod & Reel Resort","48 Rod N Reel Dr",65020,(573) 873-5161,,"n","n","n","n","n","n"
"105","Rodeway Inn","6412 Highway 54",65065,(573) 348-2967,,"n","n","n","n","n","n"
"607","Rolling Hills Country Club","13966 Country Club Rd",65084,(573) 378-2881,,"n","n","n","n","n","n"
"607","Roses-Run Golf Club","34885 Highway Vv",65463,(417) 426-5979,,"n","n","n","n","n","n"
"103","Runaway II ","81 Runaway Dr",65324,(573) 345-4590,"http://runaway2resort.com/","n","n","n","n","n","n"
"107","Runaway II ","81 Runaway Dr",65324,(573) 345-4590,"http://runaway2resort.com/","n","n","n","n","n","n"
"110","Runaway II ","81 Runaway Dr",65324,(573) 345-4590,"http://runaway2resort.com/","n","n","n","n","n","n"
"203","Runaway II ","81 Runaway Dr",65324,(573) 345-4590,"http://runaway2resort.com/","n","n","n","n","n","n"
"710","Runaway II ","81 Runaway Dr",65324,(573) 345-4590,"http://runaway2resort.com/","n","n","n","n","n","n"
"612","Runaway II ","81 Runaway Dr",65324,(573) 345-4590,"http://runaway2resort.com/","n","n","n","n","n","n"
"203","Rustic Restaurant","26648 Highway 5",65037,(573) 372-0600,,"n","n","n","n","n","n"
"203","Ruthie D's ","4466 Horseshoe Bend Pkwy",65049,(573) 964-6448,"www.ruthieds.net","n","n","n","n","n","n"
"110","Ryan's Resort","13 Hidden Valley Rd",65026,(573) 365-3436,,"n","n","n","n","n","n"
"612","Salty Dog Marina","1680 Autumn Ln",65065,(573) 302-1004,,"n","n","n","n","n","n"
"203","Sbarro","State Route Kk",65065,(573) 348-3131,"http://sbarro.com/","n","n","n","n","n","n"
"107","Scenic 63 Motel & RV Park LLC","12141 Highway 63 South",65582,(573) 422-3907,"www.scenic63.com","n","n","n","n","n","n"
"105","Scenic 63 Motel & RV Park LLC","12141 Highway 63 South",65582,(573) 422-3907,"www.scenic63.com","n","n","n","n","n","n"
"105","Schlicht Mill Lodge","17715 Resort Rd",65452,(573) 736-5342,,"n","n","n","n","n","n"
"301","Schmidty's Tiki","39 Knox Rd",65072,(573) 964-0510,,"n","n","n","n","n","n"
"105","Scottish Inn","5404 Highway 54",65065,(573) 348-3123,,"n","n","n","n","n","n"
"203","Scotty's Drive-In","14317 N State Highway 5",65079,(573) 374-5529,,"n","n","n","n","n","n"
"801","Sea Rocket Rides","1100 Bagnell Dam Blvd",65049,(573) 286-4306,"http://www.pelicancharter.com/","n","n","n","n","n","n"
"203","Season's Café & Bakery","248 S Main St",65037,(573) 374-4452,,"n","n","n","n","n","n"
"607","Season's Ridge Golf Club","315 Four Seasons Dr",65049,(573) 365-8544,"http://4seasonsresort.com/","n","n","n","n","n","n"
"203","Senor Peppers","20 Camdenton Ct SE",65020,(573) 346-5433,,"n","n","n","n","n","n"
"302","Seven Springs Winery","846 Winery Hills Ests",65065,(573) 317-0100,"http://www.sevenspringswinery.com/","n","n","n","n","n","n"
"203","Shady Gators","132 Sweet William Rd",65049,(573) 365-6464,"http://www.shadygators.com","n","n","n","n","n","n"
"301","Shady Gators","132 Sweet William Rd",65049,(573) 365-6464,"http://www.shadygators.com","n","n","n","n","n","n"
"110","Shady Oaks Resort","Lake Rd W-15",65049,(573) 365-9678,"www.theshadyoaksresort.com","n","n","n","n","n","n"
"710","Shady Oaks Resort","Lake Rd W-15",65049,(573) 365-9678,"www.theshadyoaksresort.com","n","n","n","n","n","n"
"110","Shangri-La Resort","606 Shangrila Dr",65079,(573) 374-5421,"http://www.shangrilares.com/","n","n","n","n","n","n"
